SourceData,Material,Commodity,From,To,Quantity,Account
4,111334 - STMAID CaCte380 Sstab K ABT EUR 400kgBBG,Caseinate,Sternmaid GmbH - DE,Europe,83.2,Abbott
4,111475 - WMP Reg UHT 25kgMBG RM,WMP,Plant - NZ,Asia,55,FrieslandCampina
4,111522 - BMP REM/UHT 25kgMBG RM,BMP,Plant - NZ,Asia,5372.25,FrieslandCampina
4,111597 - GDT CHED 545D MFR YNG WSH A6 20KG CTN,Cheese,Plant - NZ,Africa,25.16,BEL Group
4,111600 - GDT CHED FZN MCR 545D A6 20KG CTN,Cheese,Plant - NZ,Africa,252,BEL Group
4,111650 - SMP Reg MH FLC 25kgMBG RM,SMP,Plant - NZ,Asia,435.55,FrieslandCampina
4,111651 - SMP Reg UHT FLC 25kgMBG RM,SMP,Plant - NZ,Asia,1637.975,FrieslandCampina
4,111683 - DC NACTE 167 HAL/K 20KG MBG,Caseinate,Portena - NL,Europe,182,Abbott
4,111683 - DC NACTE 167 HAL/K 20KG MBG,Caseinate,Portena - NL,Europe,0.02,Small Customer
4,111683 - DC NACTE 167 HAL/K 20KG MBG,Caseinate,Portena - NL,Europe,0.42,Van Dalen Dairy Trading
4,111789 - gDT SMP Reg MH FLC 25kgMBG RM,SMP,Plant - NZ,Asia,306,FrieslandCampina
4,111819 - FIA SMP Reg MH 25kgMBG,SMP,Plant - NZ,Asia,1582.2749999999999,FrieslandCampina
4,112081 - GDT WMP INST A&D FLC 25KG MBG RM,WMP,Plant - NZ,Asia,1857.1,FrieslandCampina
4,112086 - WMP INST A&D FRC 25KG MBG,WMP,Plant - NZ,Africa,16096.65,FrieslandCampina
4,112086 - WMP INST A&D FRC 25KG MBG,WMP,Plant - NZ,Asia,1257.75,FrieslandCampina
4,112284 - WPC80 CHS 550 25KG MBG (FUNCTIONAL),WPC,Plant - NZ,Europe,216,Burt Lewis
4,112284 - WPC80 CHS 550 25KG MBG (FUNCTIONAL),WPC,Portena - NL,Europe,138.625,Condio
4,112284 - WPC80 CHS 550 25KG MBG (FUNCTIONAL),WPC,Portena - NL,Europe,363.84999999999997,Elsdorfer Molkerei
4,112284 - WPC80 CHS 550 25KG MBG (FUNCTIONAL),WPC,Portena - NL,Europe,55.2,Fayrefield
4,112284 - WPC80 CHS 550 25KG MBG (FUNCTIONAL),WPC,Portena - NL,Europe,3.875,Nestle
4,112284 - WPC80 CHS 550 25KG MBG (FUNCTIONAL),WPC,Portena - NL,Europe,0.17500000000000002,Small Customer
4,112284 - WPC80 CHS 550 25KG MBG (FUNCTIONAL),WPC,Portena - NL,Europe,13.85,Unionplus
4,112284 - WPC80 CHS 550 25KG MBG (FUNCTIONAL),WPC,Portena - NL,Europe,1.075,Van Dalen Dairy Trading
4,112476 - AMF FFMR K FINZ 25KG CTN,AMF,Plant - NZ,Europe (UK),1.4,Greenfields
4,112484 - AMF Prem K RUS 1000kgSKT 230V,AMF,Plant - NZ,Europe,18,Burt Lewis
4,112563 - gDT Btr S 25kgCTN,Butter,Plant - NZ,Europe (UK),126,Greenfields
4,112611 - MPC85 4882 CWS K 20kgMBG,MPC,Plant - NZ,Europe,87,Alinda-Velco
4,112882 - WMP INST A&D FLC 25KG MBG RM,WMP,Plant - NZ,Africa,24.4,FrieslandCampina
4,112882 - WMP INST A&D FLC 25KG MBG RM,WMP,Plant - NZ,Asia,151.2,FrieslandCampina
4,112960 - MPC85 4882 MEDAPP HAL/K 20KG MBG,MPC,Portena - NL,Europe,74.46000000000001,Nestle
4,112960 - MPC85 4882 MEDAPP HAL/K 20KG MBG,MPC,Portena - NL,Europe,0.04,Small Customer
4,112960 - MPC85 4882 MEDAPP HAL/K 20KG MBG,MPC,Portena - NL,Europe,0.1,Van Dalen Dairy Trading
4,112960 - MPC85 4882 MEDAPP HAL/K 20KG MBG,MPC,Sternmaid GmbH - DE,Europe,0.58,Nestle
4,113056 - WPI 895 IX K EU FRC 25KG MBG,WPC,Portena - NL,Europe,3.75,FrieslandCampina
4,113056 - WPI 895 IX K EU FRC 25KG MBG,WPC,Schiphol Airport - NL,Europe,15.575,FrieslandCampina
4,113085 - gDT AMF Prem CHN 210kg DR,AMF,Plant - NZ,Europe,268.8,Barry Callebaut
4,113085 - gDT AMF Prem CHN 210kg DR,AMF,Plant - NZ,Europe,117.60000000000001,Flechard
4,113165 - ROKI WPC80 CHS 392 K 20KG MBG,WPC,Rokiskio - LT,Europe,10.56,Azelis
4,113165 - ROKI WPC80 CHS 392 K 20KG MBG,WPC,Rokiskio - LT,Europe,0.02,Small Customer
4,113165 - ROKI WPC80 CHS 392 K 20KG MBG,WPC,Rokiskio - LT,Europe,7.92,Sternmaid
4,113165 - ROKI WPC80 CHS 392 K 20KG MBG,WPC,Rokiskio - LT,Europe,10.56,Univar Solutions
4,113298 - Swiss Type Mcr Prc C10 2x10kgCTN Act,Cheese,Plant - NZ,Asia,78.64,BEL Group
4,113329 - CaCte 390 SusStab Disp K 20kgMBG,Caseinate,Portena - NL,Europe,17.2,Aminolabs
4,113329 - CaCte 390 SusStab Disp K 20kgMBG,Caseinate,Portena - NL,Europe,10.2,Anona
4,113329 - CaCte 390 SusStab Disp K 20kgMBG,Caseinate,Portena - NL,Europe,6,Hearthside
4,113329 - CaCte 390 SusStab Disp K 20kgMBG,Caseinate,Portena - NL,Europe,12.6,JLB Process Drome
4,113329 - CaCte 390 SusStab Disp K 20kgMBG,Caseinate,Portena - NL,Europe,19.2,Lactoland
4,113329 - CaCte 390 SusStab Disp K 20kgMBG,Caseinate,Portena - NL,Europe,0.02,Small Customer
4,113329 - CaCte 390 SusStab Disp K 20kgMBG,Caseinate,Portena - NL,Europe,1.8,Sternmaid
4,113329 - CaCte 390 SusStab Disp K 20kgMBG,Caseinate,Portena - NL,Europe,43.2,Univar Solutions
4,113329 - CaCte 390 SusStab Disp K 20kgMBG,Caseinate,Portena - NL,Europe,0.34,Van Dalen Dairy Trading
4,113628 - AMF PREM 1000kgSKT 230V,AMF,Plant - NZ,Europe,936,Kelsen Group
4,113998 - FNL LAC MHYD UNMILLED 1000KG,Lactose,Gregory - UK,Europe (UK),23,Small Customer
4,113998 - FNL LAC MHYD UNMILLED 1000KG,Lactose,Port - UK,Europe (UK),2331,Saputo Dairy
4,113998 - FNL LAC MHYD UNMILLED 1000KG,Lactose,Portena - NL,Europe,2,Van Dalen Dairy Trading
4,114044 - SD WPC80 Chs 20kgMBG,WPC,Portena - NL,Europe,3.1,Feed & Food
4,114044 - SD WPC80 Chs 20kgMBG,WPC,Portena - NL,Europe,0.8,Van Lindenberg Trading
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,43.2,Alphacaps
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,35.2,Anona
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,0.14,Azelis
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,35.2,Bempresa
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,7.04,Big Wave Company
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,0.08,Fonterra
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,140.70000000000002,Harrison Sport Nutrition
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,86.04,Industrieberatung J.Knobel
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Asia,287.94,Jinan Guanruite
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,1.6,Lacona Nahrungsmittel
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,44.800000000000004,Medix Laboratoires
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,19.200000000000003,Nutrichem Diat Pharma
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,1.8,Schreiber Foods
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,0.04,Small Customer
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,52.800000000000004,Sponser Sport Food
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,10.4,Sports Nutrition House
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,0.02,Unionplus
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,20.82,Univar Solutions
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,0.06,Van Dalen Dairy Trading
4,114068 - FNL WPC80 CHS 392 20KG MBG,WPC,Portena - NL,Europe,5.6,Vreugdenhil
4,114080 - SD Lactose Fl 25kgMBG,Lactose,Portena - NL,Europe,24.65,Van Dalen Dairy Trading
4,114080 - SD Lactose Fl 25kgMBG,Lactose,Portena - NL,Europe,24.25,Van Lindenberg Trading
4,114081 - SD Lactose Fl 1000kgBBG,Lactose,Portena - NL,Europe,17,Feed & Food
4,114081 - SD Lactose Fl 1000kgBBG,Lactose,Portena - NL,Europe,39,Van Lindenberg Trading
4,114103 - SD WPI 20kgMBG,WPC,Portena - NL,Europe,1.6,Van Dalen Dairy Trading
4,114104 - FNL WPC 356 20KG MBG,WPC,Portena - NL,Europe,28,Alinda-Velco
4,114104 - FNL WPC 356 20KG MBG,WPC,Portena - NL,Europe,52.82000000000001,Bempresa
4,114104 - FNL WPC 356 20KG MBG,WPC,Portena - NL,Europe,8,MGL
4,114104 - FNL WPC 356 20KG MBG,WPC,Portena - NL,Europe,8,Medix Laboratoires
4,114104 - FNL WPC 356 20KG MBG,WPC,Portena - NL,Europe,12,NEN-Produkter
4,114104 - FNL WPC 356 20KG MBG,WPC,Portena - NL,Europe,1.6,Small Customer
4,114104 - FNL WPC 356 20KG MBG,WPC,Portena - NL,Europe,78.28,Univar Solutions
4,114130 - FNL PL WPC80 CHS 20KG MBG,WPC,Portena - NL,Europe,17.6,Bempresa
4,114130 - FNL PL WPC80 CHS 20KG MBG,WPC,Portena - NL,Europe,3.68,Industrieberatung J.Knobel
4,114132 - FNL WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Europe,17.6,Agrocomplex
4,114132 - FNL WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Africa,8,Alarabia Company
4,114132 - FNL WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Europe,17.6,Alinda-Velco
4,114132 - FNL WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Europe,80,Alphacaps
4,114132 - FNL WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Europe,600.74,Aminolabs
4,114132 - FNL WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Europe,228.8,Anona
4,114132 - FNL WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Europe,5.38,Big Wave Company
4,114132 - FNL WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Europe,5.2,Bionatin
4,114132 - FNL WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Africa,0.8,EK Ingredients
4,114132 - FNL WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Africa,11.2,Ek Ingredients
4,114132 - FNL WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Europe,0.1,Fonterra
4,114132 - FNL WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Europe,563.1800000000001,Harrison Sport Nutrition
4,114132 - FNL WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Europe,144.8,Hoogwegt
4,114132 - FNL WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Europe,140.8,JLB Process Drome
4,114132 - FNL WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Europe,158.4,Lactoland
4,114132 - FNL WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Europe,334.40000000000003,Laiterie Triballat
4,114132 - FNL WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Europe,88,Medix Laboratoires
4,114132 - FNL WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Europe,0.8,Milky Group
