,Unnamed: 0,ShipToParty,SupplyChainFlow,Agmd,ProductOrigin,Account,ProductGroup,MaterialDescription,ABCClass,Continent,Segment,FacilityType,Material,FY,ShipToName,Month,ShipToCountry,Commodity,SoldToName,QuantityInMT,TotalSalesValue,TotalCOGS,TotalStorageCostPerYear,TotalHandlingCost,TotalDemurrageCost,TotalTransportCost,SGA,IOC,TotalS&D,GM,CBM,CBMAI,EBITAI
3016,3016,4014878,NZ Indirect,2022-10-26,New Zealand,SOLINA BELGIUM AG/NV,Whey Protein Isolate,WPI 895-INST IX 20KG MBG,C,Europe,Smart Serve,Portena - NL,120931,2023,SOLINA BELGIUM AG/NV EUPEN,10-2022,Belgium,WPC,SOLINA BELGIUM AG/NV,1.8,41400.0,28117.94931311376,77.20100291339676,68.78557567524997,64.64393978368327,282.9292682926829,169.90501525857508,1401.134886153018,493.5597866650129,13282.05068688624,12788.490900221226,11387.356014068208,11217.450998809632
3017,3017,4014878,NZ Indirect,2023-01-25,New Zealand,SOLINA BELGIUM AG/NV,Milk Protein Concentrate >=80%,MPC85 4861 CWS K 20kg PPK,C,Europe,Smart Serve,Portena - NL,100733,2023,SOLINA BELGIUM AG/NV EUPEN,01-2023,Belgium,MPC,SOLINA BELGIUM AG/NV,0.6,6600.0,4573.448209315272,12.86683381889946,22.92852522508332,21.54797992789442,59.92,56.63500508619169,534.9962853488089,117.2633389718772,2026.551790684728,1909.288451712851,1374.292166364042,1317.6571612778505
3018,3018,4014878,NZ Indirect,2023-01-25,New Zealand,SOLINA BELGIUM AG/NV,Whey Protein Isolate,WPI 895-INST IX 20KG MBG,C,Europe,Smart Serve,Portena - NL,120931,2023,SOLINA BELGIUM AG/NV EUPEN,01-2023,Belgium,WPC,SOLINA BELGIUM AG/NV,1.32,30360.0,20619.82949628342,56.61406880315763,50.442755495183306,47.40555584136773,207.4814634146341,124.59701118962172,1027.498916512213,361.9438435543428,9740.17050371658,9378.226660162238,8350.727743650024,8226.130732460402
3019,3019,4014879,EU to EU Direct,2022-09-14,Netherlands,Lactalis,WPC 80% (Cheese),FNL WPC80 CHS 515 20KG MBG,C,Europe,Managed,Portena - NL,114272,2023,PARMALAT SPA SAVIGLIANO (CUNEO,09-2022,Italy,WPC,PARMALAT SPA,0.8,12400.0,7154.40169303638,12.86683381889946,6.418827776408577,0.0,296.94,75.51334011492226,169.30906045007646,316.22566159530805,5245.59830696362,4929.372645368312,4760.063584918235,4684.550244803313
3020,3020,4014946,EU to EU Direct,2022-09-06,Netherlands,Lactoland,Edible Lactose,FNL LAC 100M MHYD 1000KG BBG,A,Europe,Managed,Portena - NL,115074,2023,RUDOLF ROSE SPEDITION,09-2022,Germany,Lactose,LACTOLAND,24.0,35904.0,17539.53131250962,308.80401165358705,192.56483329225728,0.0,363.8999999999999,2265.4002034476675,306.17113877017584,865.2688449458442,18364.46868749038,17499.199842544534,17193.02870377436,14927.628500326691
3021,3021,4014946,EU to EU Direct,2022-09-07,Netherlands,Lactoland,Edible Lactose,FNL LAC 100M MHYD 1000KG BBG,A,Europe,Managed,Portena - NL,115074,2023,RUDOLF ROSE SPEDITION,09-2022,Germany,Lactose,LACTOLAND,48.0,71808.0,35079.06262501924,617.6080233071741,385.12966658451455,0.0,727.7999999999998,4530.800406895335,612.3422775403517,1730.5376898916884,36728.93737498076,34998.39968508907,34386.05740754872,29855.257000653382
3022,3022,4014946,EU to EU Direct,2022-09-13,Netherlands,Lactoland,Edible Lactose,FNL LAC 100M MHYD 1000KG BBG,A,Europe,Managed,Portena - NL,115074,2023,RUDOLF ROSE SPEDITION,09-2022,Germany,Lactose,LACTOLAND,48.0,71808.0,35079.06262501924,617.6080233071741,385.12966658451455,0.0,727.7999999999998,4530.800406895335,612.3422775403517,1730.5376898916884,36728.93737498076,34998.39968508907,34386.05740754872,29855.257000653382
3023,3023,4014946,EU to EU Direct,2022-09-15,Netherlands,Lactoland,Edible Lactose,FNL LAC 100M MHYD 1000KG BBG,A,Europe,Managed,Portena - NL,115074,2023,RUDOLF ROSE SPEDITION,09-2022,Germany,Lactose,LACTOLAND,24.0,35904.0,17539.53131250962,308.80401165358705,192.56483329225728,0.0,363.8999999999999,2265.4002034476675,306.17113877017584,865.2688449458442,18364.46868749038,17499.199842544534,17193.02870377436,14927.628500326691
3024,3024,4014946,EU to EU Direct,2022-09-20,Netherlands,Lactoland,Edible Lactose,FNL LAC 100M MHYD 1000KG BBG,A,Europe,Managed,Portena - NL,115074,2023,RUDOLF ROSE SPEDITION,09-2022,Germany,Lactose,LACTOLAND,48.0,71808.0,35079.06262501924,617.6080233071741,385.12966658451455,0.0,727.7999999999998,4530.800406895335,612.3422775403517,1730.5376898916884,36728.93737498076,34998.39968508907,34386.05740754872,29855.257000653382
3025,3025,4014946,EU to EU Direct,2022-09-27,Netherlands,Lactoland,Edible Lactose,FNL LAC 100M MHYD 1000KG BBG,A,Europe,Managed,Portena - NL,115074,2023,RUDOLF ROSE SPEDITION,09-2022,Germany,Lactose,LACTOLAND,48.0,71808.0,35079.06262501924,617.6080233071741,385.12966658451455,0.0,727.7999999999998,4530.800406895335,612.3422775403517,1730.5376898916884,36728.93737498076,34998.39968508907,34386.05740754872,29855.257000653382
3026,3026,4014951,EU to EU Direct,2022-09-06,Netherlands,LJUBLJANSKE MLEKARNE D.O.O.,WPC 80% (Cheese),FNL WPC80 CHS 515 20KG MBG,C,Europe,Smart Serve,Portena - NL,114272,2023,LJUBLJANSKE MLEKARNE D.O.O.,09-2022,Slovenia,WPC,LJUBLJANSKE MLEKARNE D.O.O.,1.6,24800.0,12301.764804808276,25.73366763779892,12.837655552817154,0.0,656.98,151.02668022984452,338.6181209001529,695.5513231906161,12498.235195191724,11802.683872001107,11464.065751100954,11313.03907087111
3027,3027,4014992,EU to EU Direct,2022-09-09,Netherlands,Schreiber Foods,WPC 80% (Cheese),FNL WPC80 CHS 392 20KG MBG,C,Europe,Smart Serve,Portena - NL,114068,2023,SCHREIBER FOODS ESPANA SL,09-2022,Spain,WPC,SCHREIBER FOODS ESPANA SL,0.8,8680.0,8137.387677036433,12.86683381889946,6.418827776408577,0.0,3361.146666666667,75.51334011492226,274.879752954727,3380.432328261975,542.6123229635668,-2837.820005298408,-3112.699758253135,-3188.213098368057
3028,3028,4014992,EU to EU Direct,2022-09-12,Netherlands,Schreiber Foods,WPC 80% (Cheese),FNL WPC80 CHS 550 NUTING 20KG BAG,C,Europe,Smart Serve,Portena - NL,119540,2023,SCHREIBER FOODS ESPANA SL,09-2022,Spain,WPC,SCHREIBER FOODS ESPANA SL,0.02,0.0,185.6139302339553,0.3216708454724865,0.1604706944102144,0.0,2520.86,1.8878335028730564,8.923893557312013,2521.342141539883,-185.6139302339553,-2706.956071773838,-2715.8799653311503,-2717.767798834024
3029,3029,4014992,EU to EU Direct,2022-10-03,Netherlands,Schreiber Foods,WPC 80% (Cheese),FNL WPC80 CHS 392 20KG MBG,C,Europe,Smart Serve,Portena - NL,114068,2023,SCHREIBER FOODS ESPANA SL,10-2022,Spain,WPC,SCHREIBER FOODS ESPANA SL,0.8,8680.0,8137.387677036433,12.86683381889946,6.418827776408577,0.0,3361.146666666667,75.51334011492226,274.879752954727,3380.432328261975,542.6123229635668,-2837.820005298408,-3112.699758253135,-3188.213098368057
3030,3030,4014992,EU to EU Direct,2023-01-06,Netherlands,Schreiber Foods,WPC 80% (Cheese),FNL WPC80 CHS 392 20KG MBG,C,Europe,Smart Serve,Portena - NL,114068,2023,SCHREIBER FOODS ESPANA SL,01-2023,Spain,WPC,SCHREIBER FOODS ESPANA SL,0.2,1900.0,2034.3469192591083,3.216708454724865,1.6047069441021442,0.0,840.2866666666667,18.878335028730564,68.71993823868175,845.1080820654937,-134.3469192591083,-979.455001324602,-1048.1749395632835,-1067.0532745920143
3031,3031,4014996,EU to EU Direct,2022-12-05,Netherlands,Lactalis,WPC 80% (Cheese),FNL WPC80 CHS 392 NUTING WTBLD 20KG MBG,C,Europe,Managed,Portena - NL,115984,2023,TRANSPORTS ROUILLIER ENTREPOT,12-2022,France,WPC,LAITERIE DU VAL D'ANCENIS,17.6,216480.0,147593.46769405314,283.0703440157881,141.2142110809887,0.0,1824.32,1661.2934825282898,4662.955750543116,2248.6045550967765,68886.53230594686,66637.92775085008,61974.97200030697,60313.67851777868
3032,3032,4014999,EU to EU Direct,2022-10-13,Netherlands,LJUBLJANSKE MLEKARNE D.O.O.,WPC 80% (Cheese),FNL WPC80 CHS 515 20KG MBG,C,Europe,Smart Serve,Portena - NL,114272,2023,LJUBLJANSKE MLEKARNE D.O.O.,10-2022,Slovenia,WPC,LJUBLJANSKE MLEKARNE D.O.O.,3.0,45900.0,23065.80900901552,48.250626820872974,24.07060416153216,0.0,806.3904255319148,283.17502543095844,634.9089766877867,878.71165651432,22834.19099098448,21955.47933447016,21320.570357782373,21037.39533235141
3033,3033,4014999,EU to EU Direct,2022-12-14,Netherlands,LJUBLJANSKE MLEKARNE D.O.O.,WPC 80% (Cheese),FNL WPC80 CHS 515 20KG MBG,C,Europe,Smart Serve,Portena - NL,114272,2023,LJUBLJANSKE MLEKARNE D.O.O.,12-2022,Slovenia,WPC,LJUBLJANSKE MLEKARNE D.O.O.,3.2,48960.0,24603.52960961655,51.46733527559784,25.675311105634307,0.0,860.1497872340426,302.05336045968903,677.2362418003058,937.2924336152748,24356.47039038345,23419.177956768173,22741.941714967867,22439.888354508177
3034,3034,4014999,EU to EU Direct,2023-05-04,Netherlands,LJUBLJANSKE MLEKARNE D.O.O.,WPC 80% (Cheese),FNL WPC80 CHS 515 20KG MBG,C,Europe,Smart Serve,Portena - NL,114272,2023,LJUBLJANSKE MLEKARNE D.O.O.,05-2023,Slovenia,WPC,LJUBLJANSKE MLEKARNE D.O.O.,3.2,33920.0,24603.52960961655,51.46733527559784,25.675311105634307,0.0,860.1497872340426,302.05336045968903,677.2362418003058,937.2924336152748,9316.470390383449,8379.177956768173,7701.9417149678675,7399.888354508178
3035,3035,4015041,EU to EU Direct,2022-12-02,Netherlands,Bionatin,WPC 80% (Cheese),FNL WPC80 CHS 450 INST 20KG MBG,C,Europe,Managed,Portena - NL,114132,2023,BUISMAN,12-2022,Netherlands,WPC,BIONATIN BV,0.8,0.0,5183.632841410996,12.86683381889946,6.418827776408577,0.0,0.0,75.51334011492226,110.48669927506896,19.285661595308035,-5183.632841410996,-5202.918503006304,-5313.405202281372,-5388.918542396295
3036,3036,4015041,EU to EU Direct,2022-12-02,Netherlands,Bionatin,Whey Protein Isolate,FNL WPI 894-INST MF 20KG MBG,C,Europe,Managed,Portena - NL,114266,2023,BUISMAN,12-2022,Netherlands,WPC,BIONATIN BV,0.4,0.0,3215.4053789338886,6.43341690944973,3.2094138882042884,0.0,0.0,37.75667005746113,122.29535071274388,9.642830797654018,-3215.4053789338886,-3225.0482097315426,-3347.3435604442866,-3385.100230501748
3037,3037,4015041,EU to EU Direct,2023-01-20,Netherlands,Bionatin,WPC 80% (Cheese),FNL WPC80 CHS 450 INST 20KG MBG,C,Europe,Managed,Portena - NL,114132,2023,BUISMAN,01-2023,Netherlands,WPC,BIONATIN BV,1.2000000000000002,10800.0,7775.449262116494,19.30025072834919,9.628241664612863,0.0,0.0,113.2700101723834,165.73004891260345,28.928492392962053,3024.550737883506,2995.622245490544,2829.892196577941,2716.6221864055574
3038,3038,4015041,EU to EU Direct,2023-01-20,Netherlands,Bionatin,Whey Protein Isolate,FNL WPI 894-INST MF 20KG MBG,C,Europe,Managed,Portena - NL,114266,2023,BUISMAN,01-2023,Netherlands,WPC,BIONATIN BV,0.4,5600.0,3215.4053789338886,6.43341690944973,3.2094138882042884,0.0,0.0,37.75667005746113,122.29535071274388,9.642830797654018,2384.594621066112,2374.951790268457,2252.6564395557134,2214.899769498252
3039,3039,4015048,EU to EU Direct,2022-11-29,Netherlands,Internal,High Fat B/T WPC,FNL WPC 356 NUTING LPD70 20KG MBG,C,Europe,Internal,Portena - NL,119496,2023,BIONATIN BV,11-2022,Netherlands,WPC,FONTERRA (EUROPE) COOPERATIE UA,0.02,0.0,172.2485405042567,0.3216708454724865,0.1604706944102144,0.0,168.56,1.8878335028730564,6.388968174550934,169.0421415398827,-172.2485405042567,-341.29068204413943,-347.6796502186904,-349.5674837215634
3040,3040,4015071,EU to EU Direct,2022-10-25,Netherlands,Azelis,Whey Protein Isolate,FNL WPI 894-INST MF 20KG MBG,C,Europe,Semi Managed,Portena - NL,114266,2023,CYRANIE SADAC,10-2022,France,WPC,AZELIS FRANCE SAS,0.3,5400.0,2433.917025649236,4.825062682087297,2.4070604161532163,0.0,323.02,28.317502543095845,91.7215130345579,330.2521230982405,2966.082974350764,2635.830851252523,2544.109338217965,2515.791835674869
3041,3041,4015152,EU to EU Direct,2023-03-13,Netherlands,JLB Process Drome,WPC 80% (Cheese),FNL WPC80 CHS 450 INST 20KG MBG,B,Europe,Smart Serve,Portena - NL,114132,2023,JLB PROCESS DROME,03-2023,France,WPC,JLB PROCESS DROME,17.6,143440.0,126800.1504883308,283.0703440157881,141.2142110809887,0.0,2282.42,1661.2934825282898,2430.707384051517,2706.704555096777,16639.849511669207,13933.144956572429,11502.437572520912,9841.144089992622
3042,3042,4015152,EU to EU Direct,2023-04-14,Netherlands,JLB Process Drome,WPC 80% (Cheese),FNL WPC80 CHS 450 INST 20KG MBG,B,Europe,Smart Serve,Portena - NL,114132,2023,JLB PROCESS DROME,04-2023,France,WPC,JLB PROCESS DROME,17.6,143440.0,126800.1504883308,283.0703440157881,141.2142110809887,0.0,2282.42,1661.2934825282898,2430.707384051517,2706.704555096777,16639.849511669207,13933.144956572429,11502.437572520912,9841.144089992622
3043,3043,4015152,EU to EU Direct,2023-05-11,Netherlands,JLB Process Drome,WPC 80% (Cheese),FNL WPC80 CHS 450 INST 20KG MBG,B,Europe,Smart Serve,Portena - NL,114132,2023,JLB PROCESS DROME,05-2023,France,WPC,JLB PROCESS DROME,17.6,143440.0,126800.1504883308,283.0703440157881,141.2142110809887,0.0,2282.42,1661.2934825282898,2430.707384051517,2706.704555096777,16639.849511669207,13933.144956572429,11502.437572520912,9841.144089992622
3044,3044,4015153,NZ Indirect,2023-01-05,New Zealand,Sternmaid,Milk Minerals,MLKMIN 997 UHT 25KG MBG,C,Europe,Smart Serve,Portena - NL,104668,2023,STERNMAID TRANSPORTE&LOGISTIK,01-2023,Germany,Whey,STERNMAID GMBH & CO. KG,7.5,48000.0,22837.868306515447,257.3366763779892,286.6065653135415,269.34974909868026,1255.21,707.9375635773962,728.1021288294535,2068.502990790211,25162.13169348456,23093.628702694343,22365.52657386489,21657.58901028749
3045,3045,4015185,NZ Indirect,2023-07-04,New Zealand,Unionplus,Milk Protein Concentrate >=80%,MPC85 4855 K EU 20kg MBG,C,Europe,Smart Serve,Portena - NL,103791,2023,UNIONPLUS S.R.L.,07-2023,Italy,MPC,UNIONPLUS S.R.L.,18.0,129060.0,110354.57628367085,386.0050145669838,687.8557567524997,646.4393978368327,0.0,1699.0501525857508,2579.960476953711,1720.300169156316,18705.423716329155,16985.12354717284,14405.163070219129,12706.112917633378
3046,3046,4015186,EU to EU Direct,2023-01-26,Netherlands,Unionplus,Edible Lactose,FNL LAC MHYD 100M NZMP 25KG MBG,C,Europe,Smart Serve,Portena - NL,115536,2023,WAREHOUSE UNIONPLUS S.R.L.,01-2023,Italy,Lactose,UNIONPLUS S.R.L.,24.0,22320.0,19242.29747262943,274.4924548031885,192.56483329225728,0.0,0.0,2265.4002034476675,504.1373314057007,467.05728809544576,3077.702527370569,2610.6452392751235,2106.5079078694225,-158.892295578245
3047,3047,4015186,EU to EU Direct,2023-03-30,Netherlands,Unionplus,WPC 80% (Cheese),FNL WPC80 CHS 450 INST 20KG MBG,C,Europe,Smart Serve,Portena - NL,114132,2023,WAREHOUSE UNIONPLUS S.R.L.,03-2023,Italy,WPC,UNIONPLUS S.R.L.,1.2,6480.0,7110.975033398023,19.300250728349187,9.628241664612863,0.0,0.0,113.27001017238338,165.73004891260345,28.92849239296205,-630.9750333980228,-659.9035257909849,-825.6335747035884,-938.9035848759718
3048,3048,4015186,EU to EU Direct,2023-04-25,Netherlands,Unionplus,WPC 80% (Cheese),FNL WPC80 CHS 392 20KG MBG,C,Europe,Smart Serve,Portena - NL,114068,2023,WAREHOUSE UNIONPLUS S.R.L.,04-2023,Italy,WPC,UNIONPLUS S.R.L.,0.02,0.0,169.83650291347382,0.3216708454724865,0.1604706944102144,0.0,291.12,1.8878335028730564,6.871993823868174,291.6021415398827,-169.83650291347382,-461.4386444533566,-468.3106382772248,-470.1984717800978
3049,3049,4015186,EU to EU Direct,2023-05-17,Netherlands,Unionplus,WPC 80% (Cheese),FNL WPC80 CHS 450 INST 20KG MBG,C,Europe,Smart Serve,Portena - NL,114132,2023,WAREHOUSE UNIONPLUS S.R.L.,05-2023,Italy,WPC,UNIONPLUS S.R.L.,2.4000000000000004,11520.0,14221.950066796044,38.60050145669838,19.25648332922573,0.0,0.0,226.5400203447668,331.46009782520696,57.856984785924105,-2701.950066796044,-2759.807051581968,-3091.2671494071747,-3317.8071697519417
3050,3050,4015186,EU to EU Direct,2023-06-07,Netherlands,Unionplus,WPC 80% (Cheese),FNL WPC80 CHS 450 INST 20KG MBG,C,Europe,Smart Serve,Portena - NL,114132,2023,WAREHOUSE UNIONPLUS S.R.L.,06-2023,Italy,WPC,UNIONPLUS S.R.L.,1.6,7680.0,9481.300044530695,25.73366763779892,12.837655552817154,0.0,0.0,151.02668022984452,220.973398550138,38.57132319061607,-1801.3000445306952,-1839.871367721312,-2060.8447662714493,-2211.871446501294
3051,3051,4015186,EU to EU Direct,2023-06-07,Netherlands,Unionplus,Whey Protein Isolate,FNL WPI 894-INST MF 20KG MBG,C,Europe,Smart Serve,Portena - NL,114266,2023,WAREHOUSE UNIONPLUS S.R.L.,06-2023,Italy,WPC,UNIONPLUS S.R.L.,0.8,5840.0,5723.422486167465,12.86683381889946,6.418827776408577,0.0,0.0,75.51334011492226,244.59070142548777,19.285661595308035,116.57751383253526,97.29185223722725,-147.29884918826053,-222.8121893031828
3052,3052,4015186,NZ Indirect,2022-10-21,New Zealand,Unionplus,WPC 80% (Cheese),WPC80 CHS 550 25KG MBG (FUNCTIONAL),C,Europe,Smart Serve,Portena - NL,112284,2023,WAREHOUSE UNIONPLUS S.R.L.,10-2022,Italy,WPC,UNIONPLUS S.R.L.,0.75,10725.0,5068.890613416433,12.86683381889946,28.66065653135415,26.93497490986803,0.0,70.79375635773961,453.4360345500292,68.46246526012163,5656.109386583567,5587.646921323446,5134.210886773417,5063.417130415677
3053,3053,4015186,NZ Indirect,2023-02-01,New Zealand,Unionplus,WPC 80% (Cheese),WPC80 CHS 550 25KG MBG (FUNCTIONAL),C,Europe,Smart Serve,Portena - NL,112284,2023,WAREHOUSE UNIONPLUS S.R.L.,02-2023,Italy,WPC,UNIONPLUS S.R.L.,0.8,10240.0,5406.816654310862,13.724622740159424,30.571366966777763,28.73063990385923,426.6,75.51334011492226,483.6651035200311,499.6266296107965,4833.183345689138,4333.556716078342,3849.891612558311,3774.3782724433886
3054,3054,4015186,NZ Indirect,2023-02-09,New Zealand,Unionplus,WPC 80% (Cheese),WPC80 CHS 550 25KG MBG (FUNCTIONAL),C,Europe,Smart Serve,Portena - NL,112284,2023,WAREHOUSE UNIONPLUS S.R.L.,02-2023,Italy,WPC,UNIONPLUS S.R.L.,1.6,19808.0,10813.633308621724,27.449245480318847,61.142733933555526,57.46127980771846,0.0,151.02668022984452,967.3302070400622,146.05325922159284,8994.366691378276,8848.313432156683,7880.983225116621,7729.956544886776
3055,3055,4015186,NZ Indirect,2023-02-14,New Zealand,Unionplus,Milk Protein Concentrate >=80%,MPC85 4855 K EU 20kg MBG,C,Europe,Smart Serve,Portena - NL,103791,2023,WAREHOUSE UNIONPLUS S.R.L.,02-2023,Italy,MPC,UNIONPLUS S.R.L.,0.02,0.0,122.6161958707454,0.428894460629982,0.764284174169444,0.7182659975964808,291.12,1.8878335028730564,2.86662275217079,293.0314446323959,-122.6161958707454,-415.6476405031413,-418.5142632553121,-420.4020967581851
3056,3056,4015186,NZ Indirect,2023-03-20,New Zealand,Unionplus,WPC 80% (Cheese),WPC80 CHS 550 25KG MBG (FUNCTIONAL),C,Europe,Smart Serve,Portena - NL,112284,2023,WAREHOUSE UNIONPLUS S.R.L.,03-2023,Italy,WPC,UNIONPLUS S.R.L.,1.6,17920.0,10813.633308621724,27.449245480318847,61.142733933555526,57.46127980771846,0.0,151.02668022984452,967.3302070400622,146.05325922159284,7106.366691378276,6960.313432156683,5992.983225116621,5841.956544886776
3057,3057,4015186,NZ Indirect,2023-04-14,New Zealand,Unionplus,WPC 80% (Cheese),WPC80 CHS 550 25KG MBG (FUNCTIONAL),C,Europe,Smart Serve,Portena - NL,112284,2023,WAREHOUSE UNIONPLUS S.R.L.,04-2023,Italy,WPC,UNIONPLUS S.R.L.,1.6,17920.0,10813.633308621724,27.449245480318847,61.142733933555526,57.46127980771846,0.0,151.02668022984452,967.3302070400622,146.05325922159284,7106.366691378276,6960.313432156683,5992.983225116621,5841.956544886776
3058,3058,4015186,NZ Indirect,2023-05-05,New Zealand,Unionplus,WPC 80% (Cheese),WPC80 CHS 550 25KG MBG (FUNCTIONAL),C,Europe,Smart Serve,Portena - NL,112284,2023,WAREHOUSE UNIONPLUS S.R.L.,05-2023,Italy,WPC,UNIONPLUS S.R.L.,2.25,25200.0,15206.6718402493,38.60050145669838,85.98196959406246,80.80492472960408,0.0,212.38126907321885,1360.308103650087,205.38739578036493,9993.3281597507,9787.940763970337,8427.632660320247,8215.251391247028
3059,3059,4015186,NZ Indirect,2023-05-23,New Zealand,Unionplus,WPC 80% (Cheese),WPC80 CHS 550 25KG MBG (FUNCTIONAL),C,Europe,Smart Serve,Portena - NL,112284,2023,WAREHOUSE UNIONPLUS S.R.L.,05-2023,Italy,WPC,UNIONPLUS S.R.L.,2.25,24750.0,15206.6718402493,38.60050145669838,85.98196959406246,80.80492472960408,0.0,212.38126907321885,1360.308103650087,205.38739578036493,9543.3281597507,9337.940763970337,7977.632660320248,7765.251391247029
3060,3060,4015186,NZ Indirect,2023-06-07,Unknown Origin,Unionplus,Whey Hydrolysates,DC WHEY HYD 917 HAL/K 25KG MBG,C,Europe,Smart Serve,Portena - NL,111061,2023,WAREHOUSE UNIONPLUS S.R.L.,06-2023,Italy,Whey,UNIONPLUS S.R.L.,0.75,10500.0,4691.904745481372,18.38119116985637,28.66065653135415,26.93497490986803,0.0,70.79375635773961,141.13580620290554,73.97682261107855,5808.095254518628,5734.11843190755,5592.982625704644,5522.1888693469045
3061,3061,4015186,NZ Indirect,2023-06-28,New Zealand,Unionplus,Milk Protein Concentrate >=80%,MPC85 4855 K EU 20kg MBG,C,Europe,Smart Serve,Portena - NL,103791,2023,WAREHOUSE UNIONPLUS S.R.L.,06-2023,Italy,MPC,UNIONPLUS S.R.L.,18.0,129168.0,110354.57628367085,386.0050145669838,687.8557567524997,646.4393978368327,0.0,1699.0501525857508,2579.960476953711,1720.300169156316,18813.423716329155,17093.12354717284,14513.163070219129,12814.112917633378
3062,3062,4015186,NZ Indirect,2023-07-01,New Zealand,Unionplus,WPC 80% (Cheese),WPC80 CHS 550 25KG MBG (FUNCTIONAL),C,Europe,Smart Serve,Portena - NL,112284,2023,WAREHOUSE UNIONPLUS S.R.L.,07-2023,Italy,WPC,UNIONPLUS S.R.L.,1.5,15975.0,10137.781226832863,25.73366763779892,57.3213130627083,53.86994981973606,0.0,141.58751271547922,906.8720691000584,136.9249305202433,5837.2187731671365,5700.293842646894,4793.421773546836,4651.834260831356
3063,3063,4015186,NZ Indirect,2023-07-07,New Zealand,Unionplus,WPC 80% (Cheese),WPC80 CHS 550 25KG MBG (FUNCTIONAL),C,Europe,Smart Serve,Portena - NL,112284,2023,WAREHOUSE UNIONPLUS S.R.L.,07-2023,Italy,WPC,UNIONPLUS S.R.L.,1.5,15975.0,10137.781226832863,25.73366763779892,57.3213130627083,53.86994981973606,0.0,141.58751271547922,906.8720691000584,136.9249305202433,5837.2187731671365,5700.293842646894,4793.421773546836,4651.834260831356
3064,3064,4015188,EU to EU Direct,2023-01-09,Netherlands,Celia Laiterie de Craon,WPC 80% (Cheese),FNL WPC80 CHS 515 20KG MBG,C,Europe,Smart Serve,Portena - NL,114272,2023,L.N.U.F MARQUES,01-2023,France,WPC,L.N.U.F MARQUES,8.8,131120.0,57169.2167072681,141.53517200789406,70.60710554049435,0.0,1216.4142222222224,830.6467412641449,1862.399664950841,1428.5564997706108,73950.78329273191,72522.2267929613,70659.82712801045,69829.1803867463
3065,3065,4015188,EU to EU Direct,2023-03-03,Netherlands,Celia Laiterie de Craon,WPC 80% (Cheese),FNL WPC80 CHS 515 20KG MBG,C,Europe,Smart Serve,Portena - NL,114272,2023,L.N.U.F MARQUES,03-2023,France,WPC,L.N.U.F MARQUES,8.8,131120.0,57169.2167072681,141.53517200789406,70.60710554049435,0.0,1216.4142222222224,830.6467412641449,1862.399664950841,1428.5564997706108,73950.78329273191,72522.2267929613,70659.82712801045,69829.1803867463
3066,3066,4015188,EU to EU Direct,2023-05-01,Netherlands,Celia Laiterie de Craon,WPC 80% (Cheese),FNL WPC80 CHS 515 20KG MBG,C,Europe,Smart Serve,Portena - NL,114272,2023,L.N.U.F MARQUES,05-2023,France,WPC,L.N.U.F MARQUES,8.0,119200.0,51972.01518842555,128.6683381889946,64.18827776408575,0.0,1105.831111111111,755.1334011492225,1693.0906045007644,1298.6877270641914,67227.98481157445,65929.29708451027,64236.2064800095,63481.07307886028
3067,3067,4015188,EU to EU Direct,2023-06-16,Netherlands,Celia Laiterie de Craon,WPC 80% (Cheese),FNL WPC80 CHS 515 20KG MBG,C,Europe,Smart Serve,Portena - NL,114272,2023,L.N.U.F MARQUES,06-2023,France,WPC,L.N.U.F MARQUES,10.4,105352.0,67563.61974495322,167.268839645693,83.44476109331148,0.0,1437.5804444444443,981.6734214939894,2201.0177858509937,1688.2940451834488,37788.38025504678,36100.08620986333,33899.06842401234,32917.39500251835
3068,3068,4015223,EU to EU Direct,2023-02-23,Netherlands,Peter Emming Agrarkontor,WPC 80% (Cheese),FNL PL WPC80 CHS INST 20KG MBG,C,Europe,Semi Managed,Portena - NL,114133,2023,PETER EMMING AGRARKONTOR - UND,02-2023,Germany,WPC,PETER EMMING AGRARKONTOR - UND -,17.6,84480.0,67994.659783012,283.0703440157881,141.2142110809887,0.0,0.0,1661.2934825282898,3780.996820222044,424.2845550967768,16485.340216988,16061.055661891223,12280.05884166918,10618.765359140889
3069,3069,4015223,EU to EU Direct,2023-03-08,Netherlands,Peter Emming Agrarkontor,WPC 80% (Cheese),FNL PL WPC80 CHS INST 20KG MBG,C,Europe,Semi Managed,Portena - NL,114133,2023,PETER EMMING AGRARKONTOR - UND,03-2023,Germany,WPC,PETER EMMING AGRARKONTOR - UND -,4.12,19776.0,15916.931721932357,66.2641941673322,33.05696304850417,0.0,0.0,388.8937015918496,885.096982915615,99.32115721583638,3859.0682780676434,3759.747120851807,2874.650137936192,2485.756436344342
3070,3070,4015223,EU to EU Direct,2023-03-08,Netherlands,Peter Emming Agrarkontor,WPC 80% (Cheese),FNL WPC80 CHS 515 20KG MBG FLSH,C,Europe,Semi Managed,Portena - NL,114273,2023,PETER EMMING AGRARKONTOR - UND,03-2023,Germany,WPC,PETER EMMING AGRARKONTOR - UND -,12.8,58880.0,97889.07301122542,205.86934110239136,102.70124442253724,0.0,0.0,1208.213441838756,3315.7911330107027,308.5705855249286,-39009.073011225424,-39317.64359675035,-42633.43472976105,-43841.64817159981
